sale_id,date,month,month_name,day_of_week,is_weekend,is_festival_month,festival_name,temperature_celsius,locality,store_type,brand,chocolate_type,unit_price_inr,discount_percent,price_after_discount,quantity_sold,total_revenue_inr,customer_segment,purchase_occasion,payment_mode,customer_satisfaction
SAL00469,2024-09-24,9,September,Tuesday,0,1,Ganesh Chaturthi,28.5,Hospet Road,Kirana Store,Amul Dark,Dark,55,0,55.0,4,220.0,Homemaker,Birthday,Cash,5
SAL00470,2024-11-23,11,November,Saturday,1,1,Diwali,28.6,Navalagund Circle,Supermarket,Munch,Wafer,10,0,10.0,12,120.0,Homemaker,Self Reward,UPI,3
SAL00471,2024-02-28,2,February,Wednesday,0,0,None,27.1,Shivaji Nagar,Medical + General,Éclairs,Toffee,1,0,1.0,4,4.0,Working Professional,Self Reward,UPI,5
SAL00472,2024-05-25,5,May,Saturday,1,0,None,40.3,Santhepet,Kirana Store,Perk,Wafer,20,0,20.0,3,60.0,Homemaker,Self Reward,UPI,5
SAL00473,2024-01-26,1,January,Friday,0,1,Sankranti,24.4,Gandhi Nagar,Kirana Store,Bournville,Dark,100,10,90.0,13,1170.0,Working Professional,Office Treat,Card,3
SAL00474,2024-04-11,4,April,Thursday,0,1,Ugadi,37.9,Kuvempu Nagar,Medical + General,KitKat,Wafer,20,5,19.0,16,304.0,Tourist,Gifting,Card,4
SAL00475,2024-12-29,12,December,Sunday,1,1,Christmas,26.1,Bellary Fort Area,Supermarket,Munch,Wafer,5,20,4.0,10,40.0,Tourist,Festival,Card,4
SAL00476,2024-01-16,1,January,Tuesday,0,1,Sankranti,24.3,Cantonment,Bakery,Temptation,Milk,120,10,108.0,9,972.0,Working Professional,Festival,Cash,4
SAL00477,2024-02-24,2,February,Saturday,1,0,None,28.3,Kuvempu Nagar,Kirana Store,Perk,Wafer,20,10,18.0,7,126.0,Business Owner,Birthday,UPI,4
SAL00478,2024-09-03,9,September,Tuesday,0,1,Ganesh Chaturthi,29.5,Navalagund Circle,Supermarket,Amul Dark,Dark,99,0,99.0,9,891.0,Business Owner,Self Reward,Cash,5
SAL00479,2024-12-30,12,December,Monday,0,1,Christmas,25.3,Bellary Fort Area,Kirana Store,Amul Dark,Dark,99,0,99.0,11,1089.0,Homemaker,Self Reward,Card,5
SAL00480,2024-02-05,2,February,Monday,0,0,None,29.4,Kuvempu Nagar,Medical + General,Bournville,Dark,100,0,100.0,1,100.0,Business Owner,Office Treat,UPI,5
SAL00481,2024-11-21,11,November,Thursday,0,1,Diwali,28.2,Santhepet,Petrol Bunk Shop,5 Star,Caramel,20,0,20.0,12,240.0,Tourist,Festival,UPI,4
SAL00482,2024-06-11,6,June,Tuesday,0,0,None,34.2,Kuvempu Nagar,Bakery,Bournville,Dark,180,10,162.0,4,648.0,Homemaker,Regular Purchase,Cash,4
SAL00483,2024-03-06,3,March,Wednesday,0,0,None,34.4,Gandhi Nagar,Bakery,Éclairs,Toffee,1,0,1.0,8,8.0,Student,Office Treat,Card,5
SAL00484,2024-04-30,4,April,Tuesday,0,1,Ugadi,36.7,Shivaji Nagar,Sweet Shop,Milkybar,White,40,15,34.0,7,238.0,Business Owner,Birthday,UPI,4
SAL00485,2024-04-06,4,April,Saturday,1,1,Ugadi,37.2,Navalagund Circle,Sweet Shop,5 Star,Caramel,20,15,17.0,7,119.0,Working Professional,Gifting,UPI,4
SAL00486,2024-03-10,3,March,Sunday,1,0,None,31.3,Kuvempu Nagar,Sweet Shop,Temptation,Milk,120,5,114.0,18,2052.0,Tourist,Gifting,Card,3
SAL00487,2024-08-05,8,August,Monday,0,1,Friendship Day,30.4,Shivaji Nagar,Sweet Shop,Munch,Wafer,20,0,20.0,11,220.0,Tourist,Festival,Cash,4
SAL00488,2024-12-26,12,December,Thursday,0,1,Christmas,24.5,Shivaji Nagar,Sweet Shop,KitKat,Wafer,10,10,9.0,9,81.0,Tourist,Festival,Cash,2
SAL00489,2024-08-29,8,August,Thursday,0,1,Friendship Day,30.5,Kuvempu Nagar,Petrol Bunk Shop,KitKat,Wafer,50,0,50.0,8,400.0,Tourist,Self Reward,Cash,5
SAL00490,2024-08-28,8,August,Wednesday,0,1,Friendship Day,29.8,Bellary Fort Area,Medical + General,Milkybar,White,20,15,17.0,5,85.0,Homemaker,Festival,Cash,5
SAL00491,2024-10-15,10,October,Tuesday,0,1,Dasara,28.0,Kuvempu Nagar,Sweet Shop,Amul Dark,Dark,55,0,55.0,10,550.0,Tourist,Regular Purchase,UPI,2
SAL00492,2024-09-15,9,September,Sunday,1,1,Ganesh Chaturthi,28.3,Hospet Road,Bakery,5 Star,Caramel,40,10,36.0,7,252.0,Homemaker,Festival,UPI,5
SAL00493,2024-03-18,3,March,Monday,0,0,None,33.6,Navalagund Circle,Supermarket,Perk,Wafer,20,0,20.0,1,20.0,Working Professional,Birthday,Cash,5
SAL00494,2024-10-31,10,October,Thursday,0,1,Dasara,30.7,Santhepet,Sweet Shop,Bournville,Dark,100,0,100.0,11,1100.0,Working Professional,Office Treat,Cash,5
SAL00495,2024-06-25,6,June,Tuesday,0,0,None,33.2,Hospet Road,Kirana Store,Dairy Milk,Milk,20,5,19.0,5,95.0,Business Owner,Birthday,Cash,3
SAL00496,2024-12-15,12,December,Sunday,1,1,Christmas,25.8,Bellary Fort Area,Bakery,5 Star,Caramel,40,15,34.0,15,510.0,Business Owner,Regular Purchase,Card,5
SAL00497,2024-12-15,12,December,Sunday,1,1,Christmas,26.8,Cantonment,Medical + General,Milkybar,White,20,20,16.0,10,160.0,Tourist,Office Treat,Cash,3
SAL00498,2024-10-26,10,October,Saturday,1,1,Dasara,28.6,Kuvempu Nagar,Petrol Bunk Shop,Munch,Wafer,20,10,18.0,18,324.0,Tourist,Gifting,Cash,4
SAL00499,2024-02-04,2,February,Sunday,1,0,None,27.0,Cantonment,Medical + General,KitKat,Wafer,50,0,50.0,6,300.0,Business Owner,Festival,UPI,1
SAL00500,2024-11-13,11,November,Wednesday,0,1,Diwali,25.4,Shivaji Nagar,Petrol Bunk Shop,Munch,Wafer,20,5,19.0,3,57.0,Student,Office Treat,Cash,5
SAL00501,2024-04-04,4,April,Thursday,0,1,Ugadi,38.6,Vijayanagar Colony,Supermarket,Perk,Wafer,10,0,10.0,8,80.0,Business Owner,Office Treat,UPI,4
SAL00502,2024-12-07,12,December,Saturday,1,1,Christmas,26.1,Navalagund Circle,Bakery,5 Star,Caramel,10,0,10.0,10,100.0,Homemaker,Regular Purchase,Card,3
SAL00503,2024-02-05,2,February,Monday,0,0,None,29.0,Kudligi Road,Medical + General,Bournville,Dark,50,0,50.0,4,200.0,Business Owner,Regular Purchase,Cash,4
SAL00504,2024-08-14,8,August,Wednesday,0,1,Friendship Day,30.9,Cantonment,Kirana Store,KitKat,Wafer,10,0,10.0,13,130.0,Tourist,Office Treat,UPI,3
SAL00505,2024-11-23,11,November,Saturday,1,1,Diwali,25.0,Gandhi Nagar,Petrol Bunk Shop,Bournville,Dark,100,10,90.0,10,900.0,Working Professional,Office Treat,UPI,4
SAL00506,2024-07-25,7,July,Thursday,0,0,None,32.4,Cantonment,Medical + General,Munch,Wafer,5,10,4.5,3,13.5,Business Owner,Office Treat,Cash,5
SAL00507,2024-07-02,7,July,Tuesday,0,0,None,30.3,Hospet Road,Sweet Shop,Dairy Milk,Milk,10,20,8.0,2,16.0,Homemaker,Self Reward,UPI,5
SAL00508,2024-05-28,5,May,Tuesday,0,0,None,40.6,Santhepet,Medical + General,Dairy Milk,Milk,80,15,68.0,1,68.0,Working Professional,Festival,Card,4
SAL00509,2024-11-19,11,November,Tuesday,0,1,Diwali,26.8,Kudligi Road,Supermarket,Dairy Milk,Milk,20,5,19.0,10,190.0,Student,Office Treat,Cash,5
SAL00510,2024-11-25,11,November,Monday,0,1,Diwali,26.2,Jaganatha Pura,Sweet Shop,Dairy Milk,Milk,10,5,9.5,10,95.0,Homemaker,Regular Purchase,Cash,3
SAL00511,2024-11-30,11,November,Saturday,1,1,Diwali,27.7,Bellary Fort Area,Petrol Bunk Shop,Éclairs,Toffee,1,15,0.85,13,11.05,Tourist,Gifting,Cash,4
SAL00512,2024-11-12,11,November,Tuesday,0,1,Diwali,25.2,Vijayanagar Colony,Petrol Bunk Shop,5 Star,Caramel,10,5,9.5,4,38.0,Working Professional,Office Treat,Cash,3
SAL00513,2024-10-29,10,October,Tuesday,0,1,Dasara,27.3,Cantonment,Kirana Store,Temptation,Milk,80,0,80.0,18,1440.0,Student,Gifting,Cash,4
SAL00514,2024-06-13,6,June,Thursday,0,0,None,36.3,Kudligi Road,Kirana Store,Amul Dark,Dark,55,0,55.0,2,110.0,Homemaker,Regular Purchase,UPI,3
SAL00515,2024-07-08,7,July,Monday,0,0,None,31.2,Bellary Fort Area,Supermarket,Amul Dark,Dark,55,20,44.0,7,308.0,Working Professional,Regular Purchase,UPI,1
SAL00516,2024-09-06,9,September,Friday,0,1,Ganesh Chaturthi,28.3,Gandhi Nagar,Supermarket,KitKat,Wafer,50,15,42.5,13,552.5,Tourist,Festival,UPI,3
SAL00517,2024-11-23,11,November,Saturday,1,1,Diwali,26.1,Bellary Fort Area,Sweet Shop,Munch,Wafer,5,10,4.5,10,45.0,Tourist,Office Treat,Cash,4
SAL00518,2024-06-03,6,June,Monday,0,0,None,34.4,Gandhi Nagar,Medical + General,Munch,Wafer,5,20,4.0,4,16.0,Student,Self Reward,Cash,4
SAL00519,2024-08-25,8,August,Sunday,1,1,Friendship Day,31.1,Kuvempu Nagar,Supermarket,Perk,Wafer,5,0,5.0,13,65.0,Working Professional,Regular Purchase,UPI,4
SAL00520,2024-01-23,1,January,Tuesday,0,1,Sankranti,24.2,Navalagund Circle,Bakery,Munch,Wafer,10,0,10.0,15,150.0,Homemaker,Festival,Cash,5
SAL00521,2024-10-02,10,October,Wednesday,0,1,Dasara,27.7,Gandhi Nagar,Sweet Shop,Éclairs,Toffee,1,0,1.0,22,22.0,Student,Gifting,Card,3
SAL00522,2024-02-26,2,February,Monday,0,0,None,28.3,Cantonment,Supermarket,Bournville,Dark,50,0,50.0,13,650.0,Business Owner,Gifting,UPI,3
SAL00523,2024-11-08,11,November,Friday,0,1,Diwali,26.8,Ballari Camp,Bakery,5 Star,Caramel,20,0,20.0,7,140.0,Working Professional,Office Treat,UPI,1
SAL00524,2024-10-18,10,October,Friday,0,1,Dasara,27.2,Santhepet,Kirana Store,Temptation,Milk,120,20,96.0,13,1248.0,Business Owner,Gifting,Cash,5
SAL00525,2024-10-22,10,October,Tuesday,0,1,Dasara,30.9,Kudligi Road,Kirana Store,Bournville,Dark,180,0,180.0,21,3780.0,Business Owner,Gifting,UPI,5
SAL00526,2024-05-06,5,May,Monday,0,0,None,39.0,Ballari Camp,Medical + General,Munch,Wafer,20,0,20.0,3,60.0,Working Professional,Self Reward,Cash,5
SAL00527,2024-09-15,9,September,Sunday,1,1,Ganesh Chaturthi,28.1,Jaganatha Pura,Sweet Shop,Temptation,Milk,80,15,68.0,6,408.0,Business Owner,Birthday,UPI,5
SAL00528,2024-03-08,3,March,Friday,0,0,None,32.4,Kudligi Road,Petrol Bunk Shop,KitKat,Wafer,10,15,8.5,3,25.5,Business Owner,Office Treat,UPI,5
SAL00529,2024-10-25,10,October,Friday,0,1,Dasara,27.1,Bellary Fort Area,Sweet Shop,5 Star,Caramel,40,20,32.0,19,608.0,Business Owner,Gifting,Cash,4
SAL00530,2024-12-19,12,December,Thursday,0,1,Christmas,24.3,Gandhi Nagar,Bakery,Bournville,Dark,100,20,80.0,13,1040.0,Tourist,Self Reward,Cash,4
SAL00531,2024-06-20,6,June,Thursday,0,0,None,35.9,Gandhi Nagar,Medical + General,Milkybar,White,10,10,9.0,7,63.0,Student,Birthday,Cash,4
SAL00532,2024-03-30,3,March,Saturday,1,0,None,33.6,Vijayanagar Colony,Kirana Store,Éclairs,Toffee,10,15,8.5,10,85.0,Working Professional,Gifting,Cash,5
SAL00533,2024-12-25,12,December,Wednesday,0,1,Christmas,23.8,Vijayanagar Colony,Supermarket,Milkybar,White,20,0,20.0,7,140.0,Homemaker,Self Reward,Card,4
SAL00534,2024-09-05,9,September,Thursday,0,1,Ganesh Chaturthi,30.0,Cantonment,Sweet Shop,Éclairs,Toffee,10,20,8.0,11,88.0,Tourist,Festival,Cash,3
SAL00535,2024-08-22,8,August,Thursday,0,1,Friendship Day,28.3,Ballari Camp,Supermarket,Perk,Wafer,5,0,5.0,14,70.0,Student,Gifting,UPI,4
SAL00536,2024-11-17,11,November,Sunday,1,1,Diwali,25.1,Ballari Camp,Petrol Bunk Shop,Éclairs,Toffee,1,0,1.0,11,11.0,Business Owner,Festival,UPI,2
SAL00537,2024-04-28,4,April,Sunday,1,1,Ugadi,38.3,Jaganatha Pura,Petrol Bunk Shop,Milkybar,White,20,5,19.0,11,209.0,Tourist,Festival,Card,4
SAL00538,2024-06-05,6,June,Wednesday,0,0,None,33.7,Hospet Road,Supermarket,Temptation,Milk,120,0,120.0,3,360.0,Homemaker,Regular Purchase,UPI,5
SAL00539,2024-11-12,11,November,Tuesday,0,1,Diwali,28.7,Vijayanagar Colony,Medical + General,Perk,Wafer,5,0,5.0,5,25.0,Working Professional,Office Treat,Cash,5
SAL00540,2024-10-21,10,October,Monday,0,1,Dasara,27.5,Hospet Road,Bakery,5 Star,Caramel,10,0,10.0,9,90.0,Tourist,Office Treat,UPI,4
SAL00541,2024-10-03,10,October,Thursday,0,1,Dasara,30.9,Jaganatha Pura,Bakery,KitKat,Wafer,10,0,10.0,8,80.0,Business Owner,Birthday,Cash,5
SAL00542,2024-10-06,10,October,Sunday,1,1,Dasara,30.9,Navalagund Circle,Petrol Bunk Shop,Perk,Wafer,10,0,10.0,15,150.0,Homemaker,Self Reward,Cash,5
SAL00543,2024-01-21,1,January,Sunday,1,1,Sankranti,24.6,Jaganatha Pura,Kirana Store,Perk,Wafer,5,0,5.0,8,40.0,Business Owner,Self Reward,Cash,4
SAL00544,2024-04-09,4,April,Tuesday,0,1,Ugadi,37.3,Kudligi Road,Bakery,Munch,Wafer,5,10,4.5,10,45.0,Student,Self Reward,UPI,3
SAL00545,2024-06-11,6,June,Tuesday,0,0,None,35.4,Jaganatha Pura,Kirana Store,Milkybar,White,20,5,19.0,5,95.0,Working Professional,Office Treat,Card,1
SAL00546,2024-06-25,6,June,Tuesday,0,0,None,34.4,Bellary Fort Area,Medical + General,KitKat,Wafer,10,0,10.0,6,60.0,Business Owner,Office Treat,UPI,5
SAL00547,2024-08-05,8,August,Monday,0,1,Friendship Day,30.9,Ballari Camp,Supermarket,Amul Dark,Dark,55,10,49.5,15,742.5,Working Professional,Gifting,UPI,2
SAL00548,2024-07-28,7,July,Sunday,1,0,None,31.6,Hospet Road,Sweet Shop,5 Star,Caramel,40,0,40.0,6,240.0,Business Owner,Office Treat,UPI,3
SAL00549,2024-09-08,9,September,Sunday,1,1,Ganesh Chaturthi,28.2,Hospet Road,Medical + General,Perk,Wafer,10,0,10.0,7,70.0,Tourist,Office Treat,Card,3
SAL00550,2024-11-23,11,November,Saturday,1,1,Diwali,28.3,Bellary Fort Area,Kirana Store,Perk,Wafer,10,5,9.5,6,57.0,Working Professional,Birthday,Cash,4
SAL00551,2024-07-04,7,July,Thursday,0,0,None,31.3,Shivaji Nagar,Sweet Shop,Perk,Wafer,20,10,18.0,2,36.0,Business Owner,Office Treat,Cash,1
SAL00552,2024-05-12,5,May,Sunday,1,0,None,38.7,Gandhi Nagar,Supermarket,Milkybar,White,20,0,20.0,2,40.0,Working Professional,Festival,UPI,4
SAL00553,2024-07-01,7,July,Monday,0,0,None,29.2,Hospet Road,Medical + General,KitKat,Wafer,50,10,45.0,1,45.0,Working Professional,Office Treat,UPI,4
SAL00554,2024-06-10,6,June,Monday,0,0,None,36.3,Kuvempu Nagar,Bakery,Perk,Wafer,20,20,16.0,4,64.0,Homemaker,Regular Purchase,UPI,1
SAL00555,2024-09-22,9,September,Sunday,1,1,Ganesh Chaturthi,29.1,Bellary Fort Area,Sweet Shop,Milkybar,White,10,5,9.5,16,152.0,Student,Gifting,UPI,5
SAL00556,2024-02-29,2,February,Thursday,0,0,None,30.3,Gandhi Nagar,Sweet Shop,Milkybar,White,20,15,17.0,12,204.0,Homemaker,Gifting,Card,1
SAL00557,2024-03-01,3,March,Friday,0,0,None,31.9,Vijayanagar Colony,Supermarket,Munch,Wafer,10,15,8.5,8,68.0,Working Professional,Gifting,Cash,2
SAL00558,2024-09-04,9,September,Wednesday,0,1,Ganesh Chaturthi,31.0,Gandhi Nagar,Supermarket,KitKat,Wafer,10,0,10.0,5,50.0,Tourist,Self Reward,Cash,2
SAL00559,2024-12-07,12,December,Saturday,1,1,Christmas,23.0,Cantonment,Kirana Store,Amul Dark,Dark,55,0,55.0,13,715.0,Tourist,Gifting,Card,5
SAL00560,2024-06-27,6,June,Thursday,0,0,None,34.4,Jaganatha Pura,Petrol Bunk Shop,Amul Dark,Dark,55,20,44.0,1,44.0,Tourist,Self Reward,Cash,5
SAL00561,2024-09-27,9,September,Friday,0,1,Ganesh Chaturthi,28.9,Kudligi Road,Bakery,5 Star,Caramel,40,0,40.0,6,240.0,Student,Office Treat,Cash,3
SAL00562,2024-12-10,12,December,Tuesday,0,1,Christmas,26.8,Santhepet,Bakery,Bournville,Dark,100,20,80.0,6,480.0,Working Professional,Self Reward,Card,2
SAL00563,2024-02-26,2,February,Monday,0,0,None,29.1,Bellary Fort Area,Bakery,Perk,Wafer,20,0,20.0,5,100.0,Student,Regular Purchase,UPI,3
SAL00564,2024-11-03,11,November,Sunday,1,1,Diwali,27.9,Kuvempu Nagar,Sweet Shop,Munch,Wafer,20,15,17.0,10,170.0,Business Owner,Festival,Card,3
SAL00565,2024-12-11,12,December,Wednesday,0,1,Christmas,25.0,Cantonment,Sweet Shop,Temptation,Milk,80,0,80.0,13,1040.0,Student,Gifting,Card,5
SAL00566,2024-06-22,6,June,Saturday,1,0,None,33.8,Ballari Camp,Kirana Store,Munch,Wafer,10,20,8.0,9,72.0,Business Owner,Festival,UPI,4
SAL00567,2024-12-07,12,December,Saturday,1,1,Christmas,25.4,Ballari Camp,Sweet Shop,Éclairs,Toffee,5,5,4.75,7,33.25,Working Professional,Birthday,UPI,4
SAL00568,2024-03-09,3,March,Saturday,1,0,None,31.1,Vijayanagar Colony,Kirana Store,KitKat,Wafer,20,0,20.0,15,300.0,Student,Gifting,Cash,4
SAL00569,2024-02-09,2,February,Friday,0,0,None,29.6,Jaganatha Pura,Sweet Shop,Temptation,Milk,80,10,72.0,6,432.0,Homemaker,Office Treat,Card,4
SAL00570,2024-10-03,10,October,Thursday,0,1,Dasara,29.2,Gandhi Nagar,Sweet Shop,KitKat,Wafer,20,0,20.0,11,220.0,Business Owner,Festival,Cash,3
SAL00571,2024-12-03,12,December,Tuesday,0,1,Christmas,26.4,Hospet Road,Petrol Bunk Shop,5 Star,Caramel,20,20,16.0,21,336.0,Business Owner,Gifting,Cash,4
SAL00572,2024-09-08,9,September,Sunday,1,1,Ganesh Chaturthi,30.6,Kuvempu Nagar,Medical + General,Amul Dark,Dark,99,0,99.0,11,1089.0,Business Owner,Self Reward,UPI,4
SAL00573,2024-07-12,7,July,Friday,0,0,None,31.5,Navalagund Circle,Bakery,Milkybar,White,10,20,8.0,3,24.0,Student,Self Reward,Card,4
SAL00574,2024-10-25,10,October,Friday,0,1,Dasara,27.1,Kuvempu Nagar,Bakery,Bournville,Dark,50,0,50.0,9,450.0,Business Owner,Festival,UPI,3
SAL00575,2024-11-27,11,November,Wednesday,0,1,Diwali,26.2,Cantonment,Petrol Bunk Shop,KitKat,Wafer,20,0,20.0,5,100.0,Student,Festival,UPI,4
SAL00576,2024-08-04,8,August,Sunday,1,1,Friendship Day,30.3,Ballari Camp,Bakery,Dairy Milk,Milk,80,0,80.0,13,1040.0,Tourist,Regular Purchase,Cash,2
SAL00577,2024-09-07,9,September,Saturday,1,1,Ganesh Chaturthi,28.4,Kuvempu Nagar,Supermarket,Milkybar,White,20,0,20.0,10,200.0,Tourist,Office Treat,UPI,3
SAL00578,2024-11-21,11,November,Thursday,0,1,Diwali,28.4,Cantonment,Medical + General,Munch,Wafer,10,20,8.0,11,88.0,Homemaker,Regular Purchase,UPI,4
SAL00579,2024-02-17,2,February,Saturday,1,0,None,29.9,Shivaji Nagar,Kirana Store,Amul Dark,Dark,99,5,94.05,10,940.5,Homemaker,Regular Purchase,UPI,4
SAL00580,2024-02-09,2,February,Friday,0,0,None,29.6,Hospet Road,Medical + General,Perk,Wafer,10,5,9.5,4,38.0,Tourist,Festival,Card,4
SAL00581,2024-08-20,8,August,Tuesday,0,1,Friendship Day,30.7,Jaganatha Pura,Supermarket,Dairy Milk,Milk,20,0,20.0,11,220.0,Tourist,Birthday,Cash,5
SAL00582,2024-08-10,8,August,Saturday,1,1,Friendship Day,31.7,Vijayanagar Colony,Petrol Bunk Shop,Dairy Milk,Milk,20,20,16.0,7,112.0,Homemaker,Birthday,UPI,4
SAL00583,2024-02-02,2,February,Friday,0,0,None,29.5,Ballari Camp,Bakery,Perk,Wafer,20,5,19.0,5,95.0,Working Professional,Festival,UPI,2
SAL00584,2024-04-08,4,April,Monday,0,1,Ugadi,35.1,Hospet Road,Sweet Shop,Temptation,Milk,120,0,120.0,4,480.0,Business Owner,Office Treat,UPI,1
SAL00585,2024-05-22,5,May,Wednesday,0,0,None,40.6,Santhepet,Petrol Bunk Shop,Dairy Milk,Milk,80,10,72.0,2,144.0,Student,Regular Purchase,Card,5
SAL00586,2024-07-27,7,July,Saturday,1,0,None,32.6,Kuvempu Nagar,Petrol Bunk Shop,KitKat,Wafer,20,5,19.0,9,171.0,Working Professional,Gifting,Cash,3
SAL00587,2024-03-03,3,March,Sunday,1,0,None,34.1,Navalagund Circle,Bakery,Amul Dark,Dark,99,0,99.0,2,198.0,Working Professional,Birthday,UPI,5
SAL00588,2024-08-13,8,August,Tuesday,0,1,Friendship Day,29.6,Shivaji Nagar,Kirana Store,Temptation,Milk,120,15,102.0,12,1224.0,Student,Festival,UPI,5
SAL00589,2024-03-15,3,March,Friday,0,0,None,32.5,Vijayanagar Colony,Bakery,Perk,Wafer,5,0,5.0,1,5.0,Tourist,Regular Purchase,Cash,4
SAL00590,2024-11-23,11,November,Saturday,1,1,Diwali,28.8,Navalagund Circle,Petrol Bunk Shop,KitKat,Wafer,50,0,50.0,9,450.0,Working Professional,Birthday,Cash,5
SAL00591,2024-04-30,4,April,Tuesday,0,1,Ugadi,36.2,Santhepet,Sweet Shop,Milkybar,White,40,20,32.0,8,256.0,Business Owner,Regular Purchase,UPI,4
SAL00592,2024-07-30,7,July,Tuesday,0,0,None,32.7,Navalagund Circle,Petrol Bunk Shop,Bournville,Dark,50,0,50.0,2,100.0,Working Professional,Office Treat,UPI,4
SAL00593,2024-10-07,10,October,Monday,0,1,Dasara,30.0,Bellary Fort Area,Petrol Bunk Shop,Dairy Milk,Milk,10,0,10.0,12,120.0,Working Professional,Office Treat,UPI,3
SAL00594,2024-06-05,6,June,Wednesday,0,0,None,34.3,Cantonment,Kirana Store,5 Star,Caramel,10,20,8.0,4,32.0,Tourist,Office Treat,Card,4
SAL00595,2024-03-09,3,March,Saturday,1,0,None,32.0,Kuvempu Nagar,Medical + General,Milkybar,White,20,5,19.0,6,114.0,Working Professional,Regular Purchase,UPI,5
SAL00596,2024-10-19,10,October,Saturday,1,1,Dasara,27.9,Gandhi Nagar,Medical + General,Amul Dark,Dark,55,0,55.0,9,495.0,Student,Birthday,UPI,4
SAL00597,2024-11-03,11,November,Sunday,1,1,Diwali,26.0,Cantonment,Bakery,5 Star,Caramel,40,0,40.0,14,560.0,Student,Regular Purchase,UPI,4
SAL00598,2024-04-07,4,April,Sunday,1,1,Ugadi,38.8,Hospet Road,Bakery,Temptation,Milk,120,15,102.0,8,816.0,Working Professional,Birthday,UPI,4
SAL00599,2024-07-28,7,July,Sunday,1,0,None,32.2,Gandhi Nagar,Bakery,Perk,Wafer,5,0,5.0,6,30.0,Tourist,Birthday,Cash,4
SAL00600,2024-06-14,6,June,Friday,0,0,None,36.9,Ballari Camp,Petrol Bunk Shop,Munch,Wafer,20,0,20.0,3,60.0,Business Owner,Office Treat,Cash,4
SAL00601,2024-01-27,1,January,Saturday,1,1,Sankranti,25.3,Kudligi Road,Sweet Shop,Milkybar,White,40,0,40.0,7,280.0,Tourist,Office Treat,UPI,4
SAL00602,2024-03-08,3,March,Friday,0,0,None,34.9,Jaganatha Pura,Kirana Store,Amul Dark,Dark,55,5,52.25,16,836.0,Homemaker,Gifting,UPI,2
SAL00603,2024-12-29,12,December,Sunday,1,1,Christmas,25.1,Santhepet,Bakery,KitKat,Wafer,20,0,20.0,24,480.0,Student,Gifting,Card,4
SAL00604,2024-05-15,5,May,Wednesday,0,0,None,40.1,Ballari Camp,Supermarket,Milkybar,White,40,0,40.0,12,480.0,Business Owner,Gifting,UPI,2
SAL00605,2024-04-03,4,April,Wednesday,0,1,Ugadi,35.1,Hospet Road,Supermarket,Temptation,Milk,120,15,102.0,7,714.0,Student,Birthday,Cash,4
SAL00606,2024-09-09,9,September,Monday,0,1,Ganesh Chaturthi,28.4,Vijayanagar Colony,Supermarket,KitKat,Wafer,20,10,18.0,12,216.0,Student,Gifting,Cash,3
SAL00607,2024-01-03,1,January,Wednesday,0,1,Sankranti,26.1,Shivaji Nagar,Supermarket,Bournville,Dark,50,0,50.0,4,200.0,Working Professional,Birthday,Cash,4
SAL00608,2024-10-29,10,October,Tuesday,0,1,Dasara,30.7,Cantonment,Bakery,5 Star,Caramel,10,10,9.0,12,108.0,Student,Birthday,Cash,3
SAL00609,2024-01-23,1,January,Tuesday,0,1,Sankranti,26.6,Bellary Fort Area,Bakery,Amul Dark,Dark,55,15,46.75,6,280.5,Working Professional,Regular Purchase,Cash,4
SAL00610,2024-11-04,11,November,Monday,0,1,Diwali,26.5,Ballari Camp,Bakery,5 Star,Caramel,10,0,10.0,9,90.0,Business Owner,Regular Purchase,UPI,5
SAL00611,2024-05-25,5,May,Saturday,1,0,None,40.6,Kuvempu Nagar,Supermarket,KitKat,Wafer,20,0,20.0,4,80.0,Business Owner,Birthday,Cash,5
SAL00612,2024-09-19,9,September,Thursday,0,1,Ganesh Chaturthi,28.8,Bellary Fort Area,Sweet Shop,Temptation,Milk,120,20,96.0,8,768.0,Tourist,Self Reward,Card,4
SAL00613,2024-08-10,8,August,Saturday,1,1,Friendship Day,30.5,Cantonment,Kirana Store,Éclairs,Toffee,5,5,4.75,12,57.0,Business Owner,Office Treat,Cash,4
SAL00614,2024-09-25,9,September,Wednesday,0,1,Ganesh Chaturthi,28.3,Bellary Fort Area,Sweet Shop,KitKat,Wafer,20,10,18.0,16,288.0,Homemaker,Gifting,UPI,3
SAL00615,2024-01-25,1,January,Thursday,0,1,Sankranti,26.2,Gandhi Nagar,Medical + General,KitKat,Wafer,50,0,50.0,7,350.0,Business Owner,Birthday,Card,4
SAL00616,2024-09-14,9,September,Saturday,1,1,Ganesh Chaturthi,28.1,Vijayanagar Colony,Petrol Bunk Shop,Temptation,Milk,80,0,80.0,6,480.0,Working Professional,Birthday,Cash,4
SAL00617,2024-12-09,12,December,Monday,0,1,Christmas,24.8,Hospet Road,Bakery,5 Star,Caramel,10,5,9.5,8,76.0,Working Professional,Regular Purchase,Cash,1
SAL00618,2024-07-21,7,July,Sunday,1,0,None,29.5,Santhepet,Petrol Bunk Shop,Temptation,Milk,120,0,120.0,10,1200.0,Business Owner,Office Treat,Cash,5
SAL00619,2024-11-11,11,November,Monday,0,1,Diwali,26.4,Kuvempu Nagar,Petrol Bunk Shop,Bournville,Dark,100,20,80.0,9,720.0,Student,Gifting,Cash,4
